4.000000000000000000e+02,8.887098665634511896e-01,9.809799999999999631e-01
4.007014028056112238e+02,8.828137219026173099e-01,9.806265098698848659e-01
4.014028056112224476e+02,8.769175772417834303e-01,9.802730197397697687e-01
4.021042084168336714e+02,8.710214325809495506e-01,9.799195296096546715e-01
4.028056112224448952e+02,8.651252879201156709e-01,9.795660394795395742e-01
4.035070140280561191e+02,8.592291432592817912e-01,9.792125493494244770e-01
4.042084168336673429e+02,8.533329985984480226e-01,9.788590592193093798e-01
4.049098196392785667e+02,8.474368539376141429e-01,9.785055690891942826e-01
4.056112224448897905e+02,8.415407092767802633e-01,9.781520789590790743e-01
4.063126252505010143e+02,8.356445646159463836e-01,9.777985888289639771e-01
4.070140280561122381e+02,8.297484199551125039e-01,9.774450986988488799e-01
4.077154308617234619e+02,8.238522752942786243e-01,9.770916085687337826e-01
4.084168336673346857e+02,8.179561306334447446e-01,9.767381184386186854e-01
4.091182364729459096e+02,8.120599859726109759e-01,9.763846283085035882e-01
4.098196392785571334e+02,8.076325991068340482e-01,9.760311381783884910e-01
4.105210420841683572e+02,8.038767581509906890e-01,9.756776480482733938e-01
4.112224448897795810e+02,8.001209171951474408e-01,9.753241579181582965e-01
4.119238476953908048e+02,7.963650762393040816e-01,9.749706677880431993e-01
4.126252505010020286e+02,7.926092352834608334e-01,9.746171776579281021e-01
4.133266533066132524e+02,7.888533943276174742e-01,9.742636875278130049e-01
4.140280561122244762e+02,7.850975533717742261e-01,9.739101973976979076e-01
4.147294589178357000e+02,7.813417124159309779e-01,9.735567072675828104e-01
4.154308617234469239e+02,7.775858714600876187e-01,9.732032171374677132e-01
4.161322645290580908e+02,7.738300305042445926e-01,9.728497270073526160e-01
4.168336673346693146e+02,7.700741895484013444e-01,9.724962368772375187e-01
4.175350701402805385e+02,7.663183485925579852e-01,9.721427467471224215e-01
4.182364729458917623e+02,7.625625076367147370e-01,9.717892566170073243e-01
4.189378757515029861e+02,7.588066666808713778e-01,9.714047502718041738e-01
4.196392785571142099e+02,7.550508257250281297e-01,9.709035650448504251e-01
4.203406813627254337e+02,7.512949847691847705e-01,9.704023798178966764e-01
4.210420841683366575e+02,7.475391438133415223e-01,9.699011945909429278e-01
4.217434869739478813e+02,7.437833028574982741e-01,9.694000093639891791e-01
4.224448897795591051e+02,7.400274619016549149e-01,9.688988241370354304e-01
4.231462925851703289e+02,7.362716209458115557e-01,9.683976389100816817e-01
4.238476953907815528e+02,7.329201223253428710e-01,9.678964536831279331e-01
4.245490981963927766e+02,7.301806280207193689e-01,9.673952684561741844e-01
4.252505010020040004e+02,7.274411337160957558e-01,9.668940832292204357e-01
4.259519038076152242e+02,7.247016394114721427e-01,9.663928980022666870e-01
4.266533066132264480e+02,7.219621451068486406e-01,9.658917127753129384e-01
4.273547094188376718e+02,7.192226508022250275e-01,9.653905275483591897e-01
4.280561122244488956e+02,7.164831564976014144e-01,9.648893423214054410e-01
4.287575150300601194e+02,7.137436621929778013e-01,9.643881570944516923e-01
4.294589178356713433e+02,7.110041678883542993e-01,9.638869718674979437e-01
4.301603206412825671e+02,7.082646735837306862e-01,9.633857866405441950e-01
4.308617234468937909e+02,7.055251792791070731e-01,9.628846014135904463e-01
4.315631262525050147e+02,7.027856849744835710e-01,9.623834161866366976e-01
4.322645290581162385e+02,7.000461906698599579e-01,9.618822309596829490e-01
4.329659318637274623e+02,6.973066963652363448e-01,9.613810457327292003e-01
4.336673346693386861e+02,6.945672020606127317e-01,9.608798605057754516e-01
4.343687374749499099e+02,6.918277077559892296e-01,9.603786752788217029e-01
4.350701402805611337e+02,6.890882134513656165e-01,9.600566130097423212e-01
4.357715430861723576e+02,6.863487191467420034e-01,9.599987333148030100e-01
4.364729458917835814e+02,6.836092248421183903e-01,9.599408536198636988e-01
4.371743486973948052e+02,6.808697305374948883e-01,9.598829739249243875e-01
4.378757515030060290e+02,6.781302362328712752e-01,9.598250942299849653e-01
4.385771543086172528e+02,6.753907419282476621e-01,9.597672145350456541e-01
4.392785571142284766e+02,6.726512476236241600e-01,9.597093348401063428e-01
4.399799599198397004e+02,6.699117533190005469e-01,9.596514551451670316e-01
4.406813627254509242e+02,6.671722590143769338e-01,9.595935754502277204e-01
4.413827655310621481e+02,6.644327647097534317e-01,9.595356957552882982e-01
4.420841683366733719e+02,6.616932704051298186e-01,9.594778160603489869e-01
4.427855711422845957e+02,6.589537761005062055e-01,9.594199363654096757e-01
4.434869739478957626e+02,6.562142817958828145e-01,9.593620566704703645e-01
4.441883767535069865e+02,6.534747874912593124e-01,9.593041769755310533e-01
4.448897795591182103e+02,6.512379252600317692e-01,9.592462972805916310e-01
4.455911823647294341e+02,6.495378743163832125e-01,9.591884175856523198e-01
4.462925851703406579e+02,6.478378233727345448e-01,9.591305378907130086e-01
4.469939879759518817e+02,6.461377724290858771e-01,9.590726581957736974e-01
4.476953907815631055e+02,6.444377214854372093e-01,9.590147785008343861e-01
4.483967935871743293e+02,6.427376705417886527e-01,9.589568988058949639e-01
4.490981963927855531e+02,6.410376195981399849e-01,9.588990191109556527e-01
4.497995991983967770e+02,6.393375686544913172e-01,9.588411394160163415e-01
4.505010020040080008e+02,6.376375177108426495e-01,9.587832597210770302e-01
4.512024048096192246e+02,6.359374667671940928e-01,9.591914380409183316e-01
4.519038076152304484e+02,6.342374158235454251e-01,9.599127413640494710e-01
4.526052104208416722e+02,6.325373648798967574e-01,9.606340446871806105e-01
4.533066132264528960e+02,6.308373139362482007e-01,9.613553480103118609e-01
4.540080160320641198e+02,6.291372629925995330e-01,9.620766513334430003e-01
4.547094188376753436e+02,6.274372120489508653e-01,9.627979546565741398e-01
4.554108216432865675e+02,6.257371611053021976e-01,9.635192579797052792e-01
