430	2.871698453
441	2.837399124
452	2.807398242
463	2.780953841
474	2.757485126
485	2.736530851
496	2.717720001
507	2.700750727
518	2.685374932
529	2.67138681
540	2.658614213
551	2.646912038
562	2.636157132
573	2.626244298
584	2.617083146
595	2.608595587
606	2.600713816
617	2.59337868
628	2.586538348
639	2.580147219
650	2.574165018
661	2.568556046
672	2.563288553
683	2.558334211
694	2.553667666
705	2.549266168
716	2.545109239
727	2.541178408
738	2.537456966
749	2.533929768
760	2.530583054
771	2.527404298
782	2.524382071
793	2.521505929
804	2.518766308
815	2.516154434
826	2.513662247
837	2.511282328
848	2.509007839
859	2.506832468
870	2.504750379
881	2.50275617
892	2.500844835
903	2.499011725
914	2.497252521
925	2.495563206
936	2.493940036
947	2.492379521
958	2.490878402
969	2.489433636
980	2.488042372
991	2.486701945
1002	2.485409854
1013	2.484163755
1024	2.482961446
1035	2.481800857
1046	2.480680043
1057	2.47959717
1068	2.478550514
1079	2.477538448
1090	2.476559435
1101	2.475612026
1112	2.474694852
1123	2.473806617
1134	2.472946096
1145	2.472112129
1156	2.471303616
1167	2.470519516
1178	2.469758839
1189	2.469020649
1200	2.468304052
1211	2.467608204
1222	2.466932298
1233	2.466275569
1244	2.465637288
1255	2.465016761
1266	2.464413326
1277	2.463826353
1288	2.46325524
1299	2.462699413
1310	2.462158326
1321	2.461631454
1332	2.461118298
1343	2.46061838
1354	2.460131243
1365	2.45965645
1376	2.459193583
1387	2.45874224
1398	2.458302038
1409	2.457872609
1420	2.4574536
1431	2.457044675
1442	2.456645507
1453	2.456255786
1464	2.455875213
1475	2.4555035
1486	2.455140373
1497	2.454785566
1508	2.454438825
1519	2.454099904
1530	2.453768567
