200	2.376435869	0.65727222
205	2.348610635	0.65802641
210	2.320241489	0.657616886
215	2.291232301	0.656739158
220	2.26148694	0.65608874
225	2.230909277	0.656361144
230	2.199403181	0.658251881
235	2.166872523	0.662456464
240	2.132863996	0.669670405
245	2.095359383	0.680589216
250	2.057075836	0.697442137
255	2.018531456	0.719568233
260	1.980244348	0.744910114
265	1.942732616	0.771525611
270	1.906243713	0.798371737
275	1.871598513	0.827929639
280	1.839693845	0.860949025
285	1.81190465	0.901201345
290	1.788900105	0.950064285
295	1.769839847	1.002960904
300	1.754680519	1.058812845
305	1.743639589	1.116541751
310	1.736577416	1.175069267
315	1.732978042	1.230854149
320	1.732591977	1.285808319
325	1.735438798	1.339753724
330	1.741252213	1.392267515
335	1.749481081	1.442297243
340	1.759775507	1.487056802
345	1.771785597	1.529579077
350	1.785161453	1.570154684
355	1.799553181	1.609074237
360	1.813924193	1.646628351
365	1.828152336	1.68310764
370	1.843233977	1.720335034
375	1.859175687	1.757183754
380	1.876235287	1.793448264
385	1.894385068	1.829179854
390	1.913213727	1.864429814
395	1.932563604	1.899249435
400	1.952277038	1.933690006
405	1.972196368	1.968380257
410	1.992163935	2.003001372
415	2.012022078	2.037354287
420	2.031613136	2.071428308
425	2.050779449	2.105212739
430	2.069363357	2.138696885
435	2.0872072	2.171870051
440	2.104153317	2.204721543
445	2.125040838	2.237240665
450	2.147418968	2.269416723
455	2.170564204	2.301239091
460	2.194507306	2.332697074
465	2.219279034	2.363779892
470	2.244910146	2.39447684
475	2.271431402	2.424777215
480	2.298873562	2.454670312
485	2.327267385	2.484145428
490	2.356937049	2.513191859
495	2.387998499	2.5417989
500	2.419852133	2.569955847
505	2.45243499	2.598288562
510	2.485684103	2.626089888
515	2.519536509	2.653301715
520	2.55343141	2.679865933
525	2.587768237	2.705724434
530	2.622680086	2.730819107
535	2.658205837	2.755091842
540	2.69438437	2.77848453
545	2.731254564	2.800689343
550	2.769399895	2.821329637
555	2.808732832	2.840927519
560	2.848633637	2.859471244
565	2.888983149	2.87694907
570	2.929662207	2.893349253
575	2.97055165	2.908660048
580	3.011260459	2.922869713
585	3.050863123	2.935966503
590	3.090427267	2.947938675
595	3.129994441	2.958774486
600	3.169606197	2.96846219
605	3.209304084	2.97676013
610	3.249129652	2.983666312
615	3.289124451	2.98947964
620	3.329917095	2.994220924
625	3.37224543	2.997910975
630	3.414624707	3.000570605
635	3.456910075	3.002220625
640	3.498956686	3.002881845
645	3.540619687	3.002426466
650	3.581754228	3.000923146
655	3.62221546	2.998533295
660	3.660728792	2.995303193
665	3.696627326	2.991279121
670	3.731613271	2.986507361
675	3.765764224	2.981034194
680	3.799157786	2.9749059
685	3.831871554	2.968477101
690	3.863983127	2.961623701
695	3.895570104	2.954197273
700	3.926710082	2.946203614
705	3.95748066	2.937648525
710	3.989333931	2.928537805
715	4.020908606	2.918877256
720	4.052045559	2.908672675
725	4.082699602	2.897929864
730	4.112825546	2.885569048
735	4.142378203	2.872635817
740	4.171312383	2.85922081
745	4.199563947	2.845389016
750	4.226397557	2.831205426
755	4.252464036	2.816735029
760	4.277763383	2.802042816
765	4.3022956	2.787193776
770	4.326060686	2.7722529
775	4.34905864	2.757285177
780	4.371289464	2.742355597
785	4.392753156	2.727529151
790	4.413449718	2.713233588
795	4.433379148	2.699822867
800	4.452541447	2.686580452
805	4.470801478	2.673517056
810	4.48772349	2.660643388
815	4.50400042	2.64797016
820	4.519681184	2.635508081
825	4.534814701	2.623267863
830	4.549449888	2.611260217
835	4.563635661	2.599495851
840	4.577420938	2.587980565
845	4.590836355	2.576729639
850	4.603901987	2.565755026
855	4.616717801	2.555067861
860	4.62933793	2.544679278
865	4.641816505	2.534600411
870	4.654207658	2.524842395
875	4.666565519	2.515416364
880	4.678944222	2.506474528
885	4.691397897	2.498583044
890	4.703980677	2.491037367
895	4.717601297	2.4837972
900	4.731667742	2.476822245
905	4.745968689	2.470072203
910	4.760501896	2.463506778
915	4.775265122	2.457085672
920	4.790256124	2.450768587
925	4.805472661	2.444515225
930	4.82091249	2.43828529
935	4.83657337	2.432043275
940	4.852453059	2.425782396
945	4.868549315	2.419423495
950	4.884859895	2.412924549
955	4.901490335	2.406243539
960	4.918329667	2.399338442
965	4.935364971	2.392167237
970	4.952588757	2.384687904
975	4.969993536	2.37685842
980	4.987571819	2.368636765
985	5.005316116	2.359980917
990	5.023218938	2.350848855
995	5.041272796	2.341198558
1000	5.059470201	2.330988004
1005	5.077803662	2.319521881
1010	5.097632538	2.307175437
1015	5.117621028	2.294258635
1020	5.137506722	2.28077182
1025	5.157192741	2.266715336
1030	5.176582209	2.252089527
1035	5.195578248	2.236894736
1040	5.21408398	2.221131307
1045	5.232002529	2.204799586
1050	5.249237016	2.187899914
1055	5.265108834	2.170045395
1060	5.279410136	2.15110177
1065	5.293016495	2.131666421
1070	5.305957883	2.111792813
1075	5.31826427	2.091534412
1080	5.32996563	2.070944684
1085	5.341091933	2.050077096
1090	5.35187878	2.028985112
1095	5.362615357	2.007722199
1100	5.372816286	1.986341824
1105	5.382446775	1.964973477
1110	5.391472033	1.94404095
1115	5.399857267	1.923142837
1120	5.407567686	1.90230874
1125	5.414568499	1.881568261
1130	5.420824914	1.860951001
1135	5.425537117	1.840486562
1140	5.429021472	1.820204545
1145	5.431817096	1.800134552
1150	5.433988127	1.780306185
1155	5.435598705	1.760749045
1160	5.436712971	1.741492734
1165	5.437395065	1.722566854
1170	5.437709125	1.70462314
1175	5.437719292	1.687646599
1180	5.438570322	1.671019869
1185	5.439334886	1.654726535
1190	5.439929774	1.63875018
1195	5.440352662	1.623074392
1200	5.440601228	1.607682753
1205	5.440673149	1.592558849
1210	5.440566102	1.577686266
1215	5.440277765	1.563048588
1220	5.439805814	1.5486294
1225	5.439147926	1.534412286
1230	5.43830178	1.520380833
1235	5.437236406	1.506039624
1240	5.435652184	1.491777823
1245	5.433884373	1.477665818
1250	5.431944891	1.463703568
1255	5.429845655	1.449891031
1260	5.427598583	1.436228167
1265	5.425215593	1.422714933
1270	5.422708603	1.409351288
1275	5.420089531	1.396137191
1280	5.417370293	1.3830726
1285	5.414562809	1.370157474
1290	5.411678996	1.357391771
1295	5.408730772	1.34477545
1300	5.405964243	1.332308469
1305	5.40345723	1.319990787
1310	5.400915405	1.307815574
1315	5.398334871	1.295702059
1320	5.395711729	1.283737281
1325	5.393042083	1.271922993
1330	5.390322035	1.260260949
1335	5.387547688	1.248752902
1340	5.384715145	1.237400605
1345	5.381820508	1.226205812
1350	5.37885988	1.215170277
1355	5.375829363	1.204295752
1360	5.372725061	1.193583992
1365	5.369543075	1.183036749
1370	5.366279509	1.172655777
1375	5.362930465	1.16244283
1380	5.35924099	1.15239966
1385	5.355316406	1.142528022
1390	5.351297093	1.132829669
1395	5.347186595	1.123306353
1400	5.342988454	1.113959829
1405	5.338706214	1.10479185
1410	5.334343417	1.096054294
1415	5.329903608	1.088010603
1420	5.32539033	1.080131127
1425	5.320807124	1.072405289
1430	5.316157536	1.064822513
1435	5.311445108	1.05737222
1440	5.306673383	1.050043835
1445	5.301845905	1.042826779
