365	1.5293	0
381.9	1.52648	0
398.9	1.52402	0
415.8	1.52189	0
432.7	1.52002	0
449.7	1.51836	0
466.6	1.51689	0
483.5	1.51557	0
500.5	1.51439	0
517.4	1.51332	0
534.3	1.51235	0
551.3	1.51146	0
568.2	1.51065	0
585.1	1.5099	0
602	1.50922	0
619	1.50858	0
635.9	1.50798	0
652.8	1.50743	0
669.8	1.50691	0
686.7	1.50643	0
703.6	1.50597	0
720.6	1.50554	0
737.5	1.50513	0
754.4	1.50475	0
771.4	1.50438	0
788.3	1.50402	0
805.2	1.50369	0
822.1	1.50337	0
839.1	1.50305	0
856	1.50276	0
872.9	1.50247	0
889.9	1.50219	0
906.8	1.50192	0
923.7	1.50165	0
940.7	1.5014	0
957.6	1.50115	0
974.5	1.5009	0
991.5	1.50067	0
1008	1.50044	0
1025	1.50021	0
1042	1.49998	0
1059	1.49976	0
1076	1.49954	0
1093	1.49932	0
1110	1.49911	0
1127	1.4989	0
1144	1.49869	0
1161	1.49848	0
1178	1.49827	0
1195	1.49807	0
1212	1.49786	0
1228	1.49767	0
1245	1.49747	0
1262	1.49727	0
1279	1.49707	0
1296	1.49687	0
1313	1.49667	0
1330	1.49647	0
1347	1.49627	0
1364	1.49607	0
1381	1.49587	0
1398	1.49567	0
1415	1.49547	0
1432	1.49527	0
1449	1.49506	0
1466	1.49486	0
1482	1.49467	0
1499	1.49447	0
1516	1.49426	0
1533	1.49406	0
1550	1.49385	0
1567	1.49364	0
1584	1.49343	0
1601	1.49323	0
1618	1.49301	0
1635	1.4928	0
1652	1.49259	0
1669	1.49237	0
1686	1.49216	0
1703	1.49194	0
1719	1.49174	0
1736	1.49152	0
1753	1.49129	0
1770	1.49107	0
1787	1.49085	0
1804	1.49062	0
1821	1.49039	0
1838	1.49016	0
1855	1.48993	0
1872	1.4897	0
1889	1.48946	0
1906	1.48923	0
1923	1.48899	0
1940	1.48875	0
1957	1.48851	0
1973	1.48828	0
1990	1.48803	0
2007	1.48779	0
2024	1.48754	0
2041	1.48729	0
2058	1.48703	0
